name,age,sex,barangay,address,contact,birthday
Stephanie Riddle,86,Female,San Martin de Porres,55563 Lawrence Circles,284.399.7486x98005,1939-05-12
Michael Clark,47,Female,Merville,079 Richard Loaf,9404475017,1978-06-16
Gary Shelton,42,Female,BF Homes,5899 Debbie Islands Suite 972,(324)204-3006,1982-11-07
Laura Dillon,99,Female,Marcelo Green,713 Blake Junctions Apt. 142,2861223286,1926-04-27
Valerie Martinez,45,Female,Marcelo Green,245 Taylor Green,001-922-430-2320x0013,1979-09-26
Todd Jackson,57,Male,Merville,3509 Bradley Station,532.956.1762,1968-03-22
Noah Stone,26,Female,Marcelo Green,764 Rachel Plain Suite 795,614.083.0709,1998-08-27
Steven Young,97,Male,Don Bosco,73156 Franco Estates,(173)629-2459x89777,1927-10-21
Natalie Vazquez,95,Male,Merville,214 Martin Estate,(228)338-1385,1929-10-14
Claudia Guzman,80,Male,Moonwalk,2709 Calhoun Viaduct,1441245229,1944-10-06
Jacob Ramos,2,Female,Don Bosco,939 Rebecca Square,+1-504-629-3374x1535,2023-03-09
Monica Hickman,40,Female,Sun Valley,87895 Jessica Valley,+1-053-094-5875x950,1985-02-20
Cathy Stokes,3,Female,Merville,32300 Smith Manor Apt. 869,846-747-5291x4835,2022-04-15
Jack Hawkins,95,Male,Merville,227 Julie Isle Apt. 541,055-624-1266,1930-01-27
Matthew Johnson,70,Female,Sun Valley,59647 John Manors Suite 245,001-320-654-3261x43403,1955-02-08
Chase Wilkinson,80,Male,BF Homes,10915 Ferguson Run Apt. 953,001-122-526-4974x7870,1945-01-22
Mark James,49,Male,Moonwalk,86307 Steve Common Apt. 101,(448)056-9421,1975-09-19
Karen Moran,22,Male,Moonwalk,44910 Scott Square,149.204.9930,2003-05-10
Donna Beasley,26,Female,BF Homes,10704 Charles Union,(503)158-8785x066,1998-08-12
Jill Patrick,60,Male,Don Bosco,1483 Pineda Isle,(095)142-7702x1538,1965-01-04
Vincent Martinez,50,Female,San Antonio,627 Jonathan Terrace,(934)106-1650x472,1974-12-08
Bryan Hale,14,Male,Moonwalk,71220 Thomas Street Apt. 845,001-240-886-0969x2533,2011-01-12
Michael Livingston,84,Female,Merville,91400 Fred Stravenue,+1-719-228-8741x594,1941-04-05
Henry Fields,49,Male,San Antonio,502 Simmons Rue Apt. 738,001-696-648-1105x129,1976-04-11
Melissa Mcdonald,63,Male,Marcelo Green,06777 Elizabeth Motorway Suite 810,082.408.9351x3315,1962-01-30
Amy White,26,Female,BF Homes,6162 Christopher Views,(951)266-0869,1999-01-18
Vanessa Rosales,6,Male,Moonwalk,403 Julia Falls,+1-767-360-8633x39950,2019-01-05
Jared Osborn,43,Female,San Martin de Porres,55080 Matthew Causeway Apt. 830,(925)098-0556x44199,1982-05-24
Austin Martinez,96,Male,BF Homes,1605 Holly Ranch,+1-990-761-9181x4983,1929-01-14
Dennis Smith Jr.,45,Female,San Antonio,7491 Katie Mews,550.043.7531x575,1980-04-13
Shannon Barry,81,Female,Merville,83860 Stacey Circle Apt. 674,+1-675-675-3515,1943-11-11
Michael Irwin,65,Female,BF Homes,92708 George Mount Apt. 037,+1-101-032-0823,1959-11-14
Robin Sullivan,81,Female,San Martin de Porres,757 Wilson Locks,(190)764-4490x4394,1944-05-22
Stephanie Ross,4,Female,Merville,2227 Anderson Cove,5402602846,2020-12-23
Lauren Orr,20,Female,San Martin de Porres,8864 Melissa Skyway Suite 453,+1-180-238-4876x144,2004-11-14
Mike Walker,85,Male,Don Bosco,60908 Gonzales Fork Suite 947,(318)342-9002x4927,1940-03-02
Gloria Bradford,94,Female,Merville,1512 Karla Meadow Suite 608,+1-601-066-5897x824,1930-09-26
Sarah Ward,54,Male,Marcelo Green,385 Park Canyon,+1-445-039-8638x3466,1971-03-29
Kelly Duarte,55,Female,San Antonio,860 Cassidy Lodge Suite 328,001-315-307-0791x904,1970-05-07
Kathleen Coleman,58,Male,Merville,50833 Pacheco Cliffs,(982)945-4183,1966-10-23
Kristin Rodriguez,84,Male,Merville,425 Stephen Inlet Apt. 820,950.078.6775,1940-12-14
Richard Lee,18,Female,Marcelo Green,6036 Clark Loaf Apt. 424,415.163.2956x6148,2007-07-15
Rebecca Moore,56,Male,Marcelo Green,364 Jones Pines Apt. 757,306.146.0174x1964,1968-08-16
Amy Bryan,41,Male,Don Bosco,6835 Calderon Mission,387.776.5402x34714,1983-12-18
Corey Nelson,24,Female,Marcelo Green,82656 White Fork,+1-675-627-5454x03498,2001-05-27
Ms. Lisa Ward,94,Male,San Antonio,3642 Gina Walks Suite 705,476-583-9018x769,1930-10-09
Amy Mathews,53,Female,Moonwalk,287 Melissa Knoll Apt. 443,2997385442,1972-06-13
Christopher Prince,57,Female,Marcelo Green,046 Park Road Apt. 876,427.247.7115,1968-01-26
Cheryl Casey,100,Male,Don Bosco,6162 Joy Forest,(713)873-1403x1916,1925-01-19
Raymond Martinez,17,Male,BF Homes,6988 Mendoza Lock,(182)247-9224,2008-02-14
William Hebert,98,Female,Merville,0716 Davis Grove Suite 792,785-235-2980x09341,1926-11-01
Cynthia Peterson,77,Male,Merville,7115 Holmes Ferry,(181)951-7190,1948-01-29
Jessica Kennedy,88,Male,San Antonio,931 Colton Vista Suite 453,+1-336-425-5035,1936-11-10
Thomas Burgess,11,Female,Marcelo Green,101 Matthew Hills,001-675-914-9995x977,2013-08-23
Michael Castillo,65,Female,San Antonio,8258 Jacob Cliff Suite 354,(636)798-8368x636,1960-04-08
Elizabeth Caldwell,24,Female,Sun Valley,810 Galvan Fields Apt. 673,001-206-042-9429,2001-03-31
Nicole Davis,61,Male,Marcelo Green,7435 Ryan Shore,820.993.8721x1203,1964-02-21
Kevin Wagner,25,Male,BF Homes,50595 Henry Meadow,680-680-3040,1999-08-09
Erin Bird,53,Male,Moonwalk,8013 Lori Harbor Apt. 360,(743)211-1549x599,1971-09-26
Olivia Wells,53,Male,Merville,690 Jimmy Highway,765-920-5948,1972-04-09
James Santana,97,Male,Don Bosco,68011 English View,+1-360-964-3945x34973,1927-09-24
Samuel Gutierrez,23,Female,Sun Valley,3530 Robinson Underpass,001-562-488-8804x97046,2001-11-22
Meredith Morris,89,Female,Sun Valley,693 Jennifer Bypass,741-193-5391x03891,1936-05-02
Randy Jimenez,32,Female,San Martin de Porres,521 Rhodes Vista,(804)394-2900x8892,1992-12-11
Rachel Poole,100,Male,San Martin de Porres,8398 James Burg Apt. 773,001-120-588-6948x53074,1925-02-25
Juan Lara,93,Female,San Martin de Porres,95140 Brown Cliffs Apt. 361,000.485.4123x4810,1932-07-11
Diane Nguyen,79,Male,Don Bosco,3962 Wilkinson Meadows Apt. 441,(987)010-9321,1945-12-14
David Crawford,58,Female,BF Homes,11483 John Squares Apt. 965,001-261-216-6948x10011,1966-10-09
Colleen Dominguez,32,Female,BF Homes,7965 Garrett Loaf,+1-732-383-6841x4344,1993-01-06
Casey Wagner,72,Female,BF Homes,9053 Matthew Ridges Suite 094,(816)836-2577,1952-10-15
Michael Henry,25,Female,Sun Valley,1059 Sabrina Keys Suite 981,(551)849-5529x643,2000-04-06
Chad Webb,51,Female,Moonwalk,424 Howe Skyway,(980)202-9172,1974-01-03
Brian Wong,60,Male,San Martin de Porres,04578 Vanessa Gardens Apt. 456,(530)302-4130,1964-08-12
Daniel Campbell,38,Male,Marcelo Green,2143 May Parkway Apt. 559,(277)026-0497,1987-01-09
Marie Salazar,60,Female,Don Bosco,256 Wong Inlet Apt. 135,7649967276,1964-10-19
Jason Johnson,93,Male,Marcelo Green,1194 Edwards Shoals,001-522-011-2704x22593,1931-11-06
Susan Clark,100,Male,San Martin de Porres,3316 Ryan Lodge,001-974-469-7071x1989,1924-12-13
Rebecca Wilson,53,Female,Sun Valley,723 Robin Park Apt. 558,(026)423-6245x8846,1972-05-20
Christine Jones,4,Male,Sun Valley,8750 Michael Square Suite 117,444.002.7489x42443,2021-01-25
Christine Price,76,Male,Sun Valley,4867 David Pine,618-277-3477,1948-11-26
Jessica Holmes,12,Female,San Antonio,2733 Danielle Village Apt. 567,413-545-5797x07907,2013-07-19
Anthony Parker,89,Male,Don Bosco,3001 Gonzalez Trail Suite 127,(592)129-8567,1936-05-01
Anthony Diaz,12,Male,Sun Valley,1774 Jordan Drives,+1-642-437-4282x2022,2012-08-26
Aaron Carter,82,Female,Don Bosco,72652 Stephanie Wells Apt. 487,(096)737-2500x93219,1942-12-18
Ryan Howell,68,Female,Marcelo Green,50650 English Loaf,+1-158-844-5236x4941,1956-09-16
Alyssa Johnson,49,Female,BF Homes,89676 Kenneth Turnpike,(232)151-7519x67929,1976-01-12
Joseph Gomez,99,Male,San Antonio,3422 Tyler Cape,310-772-2287x4995,1926-07-27
Cheryl Ross,73,Male,Marcelo Green,86017 Rollins Spurs Suite 873,801.113.0529x23835,1952-07-30
Brittany Owens,19,Male,BF Homes,44806 Crystal Greens Suite 896,+1-460-412-6165,2005-12-11
Beverly Richards,54,Female,Moonwalk,997 David Hills,+1-616-904-7610x29654,1970-11-29
Paul Todd,94,Female,Moonwalk,77029 Ellis Wells Apt. 503,623-724-6456x04851,1930-09-09
Amanda Sullivan,81,Male,Don Bosco,322 Washington Cliffs Apt. 178,125-927-2916x94222,1944-07-13
Brenda Bailey,17,Male,BF Homes,87576 Tracy Landing Suite 224,(883)660-7983x340,2008-02-22
Robert Lee,80,Female,BF Homes,1592 Perry Lodge,(808)079-5653x0002,1945-06-18
Zachary Smith,59,Female,Sun Valley,604 Russo River,(803)371-4213,1966-06-15
Jerry Thompson,70,Male,Sun Valley,226 Sawyer Islands,276-293-3698x324,1954-08-18
Carrie Rangel,31,Male,Sun Valley,598 Crystal Shores,(180)980-9880x40933,1994-01-07
Jessica Carney,59,Female,Sun Valley,2275 Taylor Overpass Apt. 272,(215)532-5016,1966-04-04
Chelsea Russo,11,Male,Merville,5116 Briggs Tunnel Apt. 608,(249)513-3966x0575,2014-06-30
Kenneth Foster,71,Female,Merville,1181 Rita Dale Apt. 723,001-919-184-6550x6369,1954-05-03
Katie Shea,7,Male,Marcelo Green,7655 Shelly Ranch,(697)602-2364x4995,2018-04-30
Dylan Cole,8,Female,BF Homes,434 Kenneth Cove,(263)177-7442x22124,2016-09-26
Ashley Moran,19,Male,Moonwalk,81903 Wallace Cove Suite 510,+1-295-838-5083x32710,2005-11-30
Noah Morris,43,Male,BF Homes,6343 Heather Club,+1-163-354-7154x338,1982-07-22
Eric Washington,14,Female,Marcelo Green,922 Raymond Plains Apt. 994,802-845-7186x91981,2011-01-19
Jackie Carter,21,Female,Marcelo Green,45365 James Path,(136)746-1616x05433,2004-01-29
Karen Barnett,59,Female,BF Homes,7127 Webb Mall,+1-531-217-8940x697,1965-09-30
Mrs. Victoria Dickerson,12,Female,San Antonio,86293 Christina Coves Suite 787,864-740-1925x53175,2012-12-11
Debbie Massey,48,Female,Don Bosco,43840 Carrie Mountain Apt. 675,576-909-4142x5095,1977-01-06
Michael Brown,98,Female,Don Bosco,528 James Fords Apt. 996,834.358.5991x9776,1926-11-11
Kayla Myers,38,Female,Marcelo Green,54376 Robert Fall,711.716.5359x55394,1987-08-01
Anthony Wade,16,Female,San Antonio,294 Young Unions Apt. 997,001-285-541-7939x431,2008-12-06
Michele Baker,68,Female,Merville,4409 Ford Loaf,(428)574-0405,1956-10-07
Melissa Fields,90,Male,BF Homes,35476 Peck Union Apt. 077,001-975-109-0651,1935-04-05
Allison Jackson,14,Male,Sun Valley,6150 Wilson Streets,708-292-2092,2011-06-22
Peter Clark,93,Female,San Martin de Porres,29501 Kevin Glens,+1-729-905-5523x78390,1931-11-13
Suzanne Cooper,78,Female,Moonwalk,6844 Makayla Fort Apt. 338,+1-465-190-3483,1947-06-10
Chad Davis,68,Female,Marcelo Green,60644 James Route,001-934-177-3343x0718,1957-05-13
Sandra Garcia,79,Female,Sun Valley,60639 Suzanne Cliff,678.110.8023x88369,1946-04-28
Aaron Lowe,64,Male,Merville,9535 Collins Shoals Apt. 193,(472)863-9962x402,1960-11-04
Deborah Dean,91,Female,Merville,17591 Flores Rest,9039572869,1933-11-08
Cynthia Sampson,1,Male,BF Homes,67333 Sean Island,480.249.6689,2024-03-17
Cynthia Grant,60,Male,Merville,520 Aaron Creek Suite 444,+1-479-207-4051,1965-06-13
Melissa Foley,79,Female,San Martin de Porres,32217 Murphy Ridge Apt. 254,001-983-910-3204x1037,1945-09-26
Andrea Archer,6,Female,San Antonio,95755 Eric Forest Suite 007,001-963-302-2517x66689,2019-04-01
Terrance Burns,72,Male,BF Homes,13345 Hoffman Route Suite 656,(192)959-0994,1953-07-12
Paul Jimenez,82,Male,Moonwalk,6378 Michael Mall,858-647-6695x5770,1942-12-09
Jason Diaz,33,Male,Moonwalk,7996 Lin Cliff,590-592-5687,1991-08-08
Christopher Baker,39,Female,BF Homes,508 Kristen Hills Suite 606,828.504.1627,1985-12-13
Robert Fowler,15,Female,San Antonio,922 Thompson Ferry,001-380-294-4627x63514,2010-02-21
Kevin Ruiz,51,Male,Marcelo Green,1295 Wood Valley,+1-938-533-5849,1974-03-31
Lindsey Mendez,25,Female,San Antonio,9535 Thomas Plaza,001-751-209-0181x749,2000-01-31
Arthur Miller,87,Female,Sun Valley,36098 Sarah Center Suite 045,+1-619-740-0597x583,1937-11-16
Wendy Howard,5,Male,Sun Valley,10420 Cervantes Wells Apt. 865,907-872-5505x415,2020-07-16
Anthony Harris,20,Female,San Antonio,7079 Sandoval Burgs Suite 169,135-128-4836x955,2005-03-23
Kimberly Moore,60,Female,BF Homes,069 Olivia Mall Apt. 569,+1-490-608-2761x00235,1965-06-19
Chad Livingston,67,Female,San Antonio,9691 Lynn Mountains Apt. 494,856.337.5984,1958-03-25
Dana Fernandez,72,Male,Merville,870 Ann Corners Apt. 133,952.331.4324x1707,1953-07-14
Annette Burns,74,Female,San Antonio,633 Malone Ridges Apt. 813,+1-220-822-0448x43519,1951-02-13
Sherri Hoffman,9,Male,Moonwalk,9571 Laurie Divide Suite 990,2842241701,2016-03-03
Martha Shah,4,Female,San Martin de Porres,137 Lowe Fords,030-579-2517x333,2021-07-30
Brian Ortiz,81,Male,San Martin de Porres,01529 Jensen Plaza,(462)116-7006x208,1943-09-29
Samantha Adams,24,Male,Moonwalk,664 Contreras Forest Suite 292,350-113-4496,2001-03-05
Veronica Macias,91,Female,BF Homes,92918 Hicks Prairie Suite 549,972-547-2047x442,1934-04-27
Russell Jenkins,35,Female,Don Bosco,046 Garcia Haven Suite 446,001-574-814-5252x888,1990-04-22
Elizabeth Stewart,64,Male,San Antonio,930 Allen Corner,842.139.1369x9754,1961-02-27
Daniel Washington,58,Female,Merville,715 Houston Estates,125-038-3412x472,1966-10-16
Sean Gibson,68,Female,Marcelo Green,74197 Robinson Neck,0632399887,1957-08-06
Darrell Watson,15,Female,BF Homes,85837 Kelly Plains,(632)189-4510,2010-03-11
Pamela Elliott,100,Male,Don Bosco,119 White Crest,834.206.4339x5534,1924-10-21
Justin Chavez,57,Male,Sun Valley,720 Williams Well,001-324-243-0091,1968-04-27
Pamela Walker,65,Male,Merville,32430 Hubbard Extension Suite 478,907.121.2579,1960-06-17
Leah Michael,44,Female,Moonwalk,24198 Thomas Estates,495-207-6991x528,1980-10-27
Timothy Cunningham,100,Female,Marcelo Green,951 Sullivan Walk Apt. 180,5440277601,1925-04-22
Courtney Price,99,Male,Marcelo Green,5100 Jason Wall Suite 857,397-384-7184x5816,1925-11-03
Tammy Rodriguez,27,Male,Sun Valley,236 Toni Mountains,(511)298-0310,1997-10-05
David Johnson,50,Male,BF Homes,7482 Moore Drives,001-254-654-7631,1975-01-21
Elizabeth Gomez,40,Male,Don Bosco,65354 Marissa Ford,246.676.2267x617,1984-12-03
Leah Ramirez,43,Female,BF Homes,2242 Michael Tunnel Suite 425,978-064-3719x6034,1982-07-03
Kayla Tucker,14,Female,BF Homes,16015 Singleton Freeway,001-952-115-4240,2010-09-12
Michael Green,74,Female,Merville,086 Amanda Passage Apt. 585,(836)454-8759x799,1951-06-02
